,IDpol,Year,Damage,Fire,Other,Theft,TPL,Windscreen
367,80200127.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
368,80200136.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
369,80200136.102d,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
370,80200150.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
371,80200157.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
372,80200167.10a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
373,80200195.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
374,80200273.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
375,80200295.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
376,80200715.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
377,80200740.102c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
378,80200741.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
379,80200741.101d,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
380,80200761.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
381,80200772.101a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
382,80201113.10f,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
383,80201128.102b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
384,80201131.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
385,80201138.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
386,80201138.102b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
387,80201143.101b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
388,80201149.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
389,80201160.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
390,80201166.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
391,80201168.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
392,80201171.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
393,853.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
394,90010389.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
395,90100000.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
396,90100049.101c,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
397,90100057.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
398,90100187.10b,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
399,90100195.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
400,90100226.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
401,90100227.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
402,90100245.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
403,90100728.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
404,90100736.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
405,90100749.101b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
406,90100757.10a,2003.0,1.0,0.0,0.0,0.0,1.0,0.0
407,90100938.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
408,90100941.10c,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
409,90100955.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
410,90100969.100b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
411,90101038.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
412,90101243.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
413,90101247.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
414,90101337.101a,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
415,90101437.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
416,90101633.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
417,90101634.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
418,90101833.10a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
419,90102042.10a,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
420,90102133.102b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
421,90102142.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
422,90102229.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
423,90102331.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
424,90102338.10a,2003.0,0.0,1.0,0.0,0.0,0.0,0.0
425,90102442.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
426,90102534.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
427,90102838.101c,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
428,90103228.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
429,90103229.100c,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
430,90103328.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
431,90103431.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
432,90103462.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
433,90103478.100a,2003.0,0.0,0.0,0.0,0.0,0.0,2.0
434,90103503.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
435,90103504.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
436,90103518.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
437,90103531.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
438,90103543.10c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
439,90103576.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
440,90103582.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
441,90103596.10c,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
442,90103603.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
443,90103606.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
444,90103621.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
445,90103631.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
446,90103635.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
447,90103637.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
448,90103648.10a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
449,90103664.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
450,90103666.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
451,90103675.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
452,90103679.100a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
453,90103693.101c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
454,90103709.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
455,90103716.100b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
456,90103747.10a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
457,90103749.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
458,90103771.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
459,90103773.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
460,90103785.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
461,90103795.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
462,90103805.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
463,90103806.103a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
464,90103816.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
465,90103823.101b,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
466,90103932.101a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
467,90103939.104b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
468,90103939.104c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
469,90103953.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
470,90103976.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
471,90103977.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
472,90103984.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
473,90103986.101c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
474,90103993.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
475,90104008.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
476,90104009.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
477,90104028.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
478,90104079.103a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
479,90104126.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
480,90104129.103a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
481,90104142.10a,2003.0,0.0,0.0,0.0,2.0,0.0,0.0
482,90104142.10b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
483,90104151.100a,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
484,90104152.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
485,90104196.10b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
486,90104205.10a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
487,90104215.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
488,90104231.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
489,90104266.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
490,90104280.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
491,90104301.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
492,90104309.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
493,90104327.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
494,90104348.100a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
495,90104348.100b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
496,90104390.101a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
497,90104450.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
498,90104462.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
499,90104464.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
500,90104480.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
501,90104493.101a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
502,90104498.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
503,90104501.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
504,90104507.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
505,90104512.100b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
506,90104524.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
507,90104527.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
508,90104529.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
509,90104530.101c,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
510,90104532.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
511,90104539.103a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
512,90104560.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
513,90104563.103c,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
514,90104586.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
515,90104588.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
516,90104613.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
517,90104617.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
518,90104642.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
519,90104643.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
520,90104651.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
521,90104653.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
522,90104658.103a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
523,90104660.101a,2003.0,0.0,0.0,0.0,0.0,4.0,0.0
524,90104683.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
525,90104689.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
526,90104693.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
527,90104694.100b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
528,90104695.101a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
529,90104696.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
530,90104697.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
531,90104704.101c,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
532,90104720.100a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
533,90104720.100b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
534,90104722.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
535,90104848.101a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
536,90104878.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
537,90104934.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
538,90104938.100c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
539,90104979.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
540,90104996.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
541,90105006.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
542,90105007.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
543,90105011.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
544,90105011.100b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
545,90105015.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
546,90105026.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
547,90105031.100b,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
548,90105036.102a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
549,90105057.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
550,90105071.10b,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
551,90105084.101b,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
552,90105120.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
553,90105153.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
554,90105153.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
555,90105156.101a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
556,90105206.101a,2003.0,0.0,0.0,0.0,0.0,2.0,1.0
557,90105222.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
558,90105225.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
559,90105227.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
560,90105237.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
561,90105240.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
562,90105278.101a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
563,90105298.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
564,90105309.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
565,90105309.101c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
566,90105330.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
567,90105331.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
568,90105334.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
569,90105371.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
570,90105374.101a,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
571,90105413.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
572,90105413.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
573,90105419.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
574,90105442.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
575,90105442.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
576,90105456.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
577,90105460.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
578,90105463.10a,2003.0,0.0,0.0,0.0,1.0,0.0,1.0
579,90105481.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
580,90105505.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
581,90105511.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
582,90105512.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
583,90105514.101c,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
584,90105522.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
585,90105741.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
586,90105743.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
587,90105743.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
588,90105750.10a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
589,90105765.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
590,90105789.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
591,90105798.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
592,90105840.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
593,90105868.10c,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
594,90105879.10a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
595,90105886.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
596,90105893.10a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
597,90105917.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
598,90105929.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
599,90106062.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
600,90106073.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
601,90106074.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
602,90106083.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
603,90106099.101c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
604,90106201.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
605,90106228.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
606,90106249.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
607,90106254.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
608,90106282.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
609,90106298.10b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
610,90106306.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
611,90106309.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
612,90106324.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
613,90106336.101b,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
614,90106347.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
615,90106349.101a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
616,90106376.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
617,90106393.102b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
618,90106404.100c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
619,90106405.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
620,90106427.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
621,90106745.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
622,90106752.10c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
623,90106786.100a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
624,90106797.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
625,90106813.10a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
626,90106814.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
627,90106843.10c,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
628,90106906.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
629,90106908.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
630,90107138.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
631,90107138.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
632,90107141.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
633,90107148.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
634,90107148.100c,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
635,90107155.101a,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
636,90107155.101b,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
637,90107352.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
638,90107373.101a,2003.0,1.0,0.0,0.0,0.0,0.0,1.0
639,90107374.101a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
640,90107378.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
641,90107391.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
642,90107834.10a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
643,90107853.101a,2003.0,1.0,0.0,0.0,1.0,0.0,1.0
644,90107860.103a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
645,90107861.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
646,90107872.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
647,90107873.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
648,90107949.101b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
649,90107951.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
650,90107971.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
651,90107971.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
652,90107990.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
653,90107991.101a,2003.0,0.0,0.0,0.0,1.0,0.0,2.0
654,90108000.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
655,90108011.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
656,90108016.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
657,90108039.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
658,90108065.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
659,90108066.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
660,90108074.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
661,90108088.100b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
662,90108093.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
663,90108120.100a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
664,90108128.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
665,90108240.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
666,90108241.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
667,90108242.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
668,90108255.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
669,90108266.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
670,90108279.100d,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
671,90108280.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
672,90108307.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
673,90108339.100b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
674,90108343.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
675,90108349.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
676,90108376.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
677,90108433.100b,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
678,90108435.101d,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
679,90108435.101f,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
680,90108446.100a,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
681,90108462.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
682,90108533.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
683,90108572.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
684,90108644.100b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
685,90108658.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
686,90108658.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
687,90108665.100b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
688,90108672.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
689,90108677.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
690,90108681.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
691,90108689.101a,2003.0,0.0,0.0,0.0,0.0,2.0,0.0
692,90108741.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
693,90108760.10b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
694,90108813.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
695,90108818.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
696,90108851.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
697,90108859.100b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
698,90108868.100b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
699,90108869.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
700,90108881.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
701,90108905.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
702,90108922.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
703,90108926.101a,2003.0,1.0,0.0,0.0,0.0,1.0,0.0
704,90109037.101a,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
705,90109058.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
706,90109070.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
707,90109081.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
708,90109083.101a,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
709,90109084.101a,2003.0,1.0,0.0,0.0,0.0,1.0,0.0
710,90109099.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
711,90109103.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
712,90109134.100a,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
713,90109134.10a,2003.0,0.0,0.0,0.0,0.0,1.0,1.0
714,90109144.10a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
715,90109178.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
716,90109356.102b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
717,90109386.101b,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
718,90109440.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
719,90109447.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
720,90109458.100a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
721,90109476.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
722,90109478.100a,2003.0,0.0,0.0,1.0,0.0,0.0,0.0
723,90109479.102a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
724,90109497.101b,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
725,90109497.101c,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
726,90109510.100a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
727,90109511.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
728,90109517.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
729,90109524.101a,2003.0,0.0,0.0,0.0,0.0,0.0,1.0
730,90109578.101a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
731,90109580.101a,2003.0,0.0,0.0,0.0,1.0,0.0,0.0
732,90109639.101a,2003.0,1.0,0.0,0.0,0.0,0.0,0.0
733,90109674.102a,2003.0,0.0,0.0,0.0,0.0,1.0,0.0
